implementation,m,n,k,repeat,warmup,iterations,reference_checked,status,returncode,wall_time_sec,log,runtime_ms,tflops,max_abs_diff,input_a_hash,input_b_hash,output_hash,output_sum,output_abs_sum,output_sq_sum
v06,4096,4096,4096,2,10,50,False,success,0,1.112,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m4096_r3.log,2.5749,53.3764,0.0,,,,,,
v07,4096,4096,4096,2,10,50,False,success,0,1.133,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m4096_r3.log,2.57233,53.4298,0.0,,,,,,
v08,4096,4096,4096,2,10,50,False,success,0,1.134,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m4096_r3.log,2.57116,53.4542,0.0,4385683333153854596,3928385288868267123,7911276346515648474,-6861.22,17845900.0,29817600.0
latest,4096,4096,4096,2,10,50,False,success,0,1.173,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m4096_r3.log,2.57462,53.3822,0.0,4385683333153854596,3928385288868267123,7911276346515648474,-6861.22,17845900.0,29817600.0
latest,4096,4096,4096,3,10,50,False,success,0,1.163,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m4096_r4.log,2.57378,53.3997,0.0,4385683333153854596,3928385288868267123,7911276346515648474,-6861.22,17845900.0,29817600.0
v08,4096,4096,4096,3,10,50,False,success,0,1.178,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m4096_r4.log,2.57298,53.4162,0.0,4385683333153854596,3928385288868267123,7911276346515648474,-6861.22,17845900.0,29817600.0
v07,4096,4096,4096,3,10,50,False,success,0,1.125,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m4096_r4.log,2.57433,53.3882,0.0,,,,,,
v06,4096,4096,4096,3,10,50,False,success,0,1.109,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m4096_r4.log,2.57413,53.3924,0.0,,,,,,
v05,4096,4096,4096,3,10,50,False,success,0,1.104,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m4096_r4.log,2.56459,53.5911,0.0,,,,,,
v04,4096,4096,4096,3,10,50,False,success,0,1.087,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m4096_r4.log,2.59541,52.9547,0.0,,,,,,
v03,4096,4096,4096,3,10,50,False,success,0,1.095,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m4096_r4.log,2.57454,53.3839,0.0,,,,,,
v02,4096,4096,4096,3,10,50,False,success,0,1.121,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m4096_r4.log,2.65429,51.7799,0.0,,,,,,
v01,4096,4096,4096,3,10,50,False,success,0,1.106,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m4096_r4.log,2.6583,51.7018,0.0,,,,,,
v00,4096,4096,4096,3,10,50,False,success,0,1.139,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m4096_r4.log,2.61554,52.547,0.0,,,,,,
official_cutlass,4096,4096,4096,3,10,50,False,success,0,1.175,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m4096_r4.log,2.53647,54.1852,0.0,4385683333153854596,3928385288868267123,7911276346515648474,-6861.22,17845900.0,29817600.0
official_cutlass,4096,4096,4096,4,10,50,False,success,0,1.167,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m4096_r5.log,2.52496,54.4322,0.0,4385683333153854596,3928385288868267123,7911276346515648474,-6861.22,17845900.0,29817600.0
v00,4096,4096,4096,4,10,50,False,success,0,1.097,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m4096_r5.log,2.61448,52.5684,0.0,,,,,,
v01,4096,4096,4096,4,10,50,False,success,0,1.096,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m4096_r5.log,2.65494,51.7672,0.0,,,,,,
v02,4096,4096,4096,4,10,50,False,success,0,1.101,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m4096_r5.log,2.65748,51.7177,0.0,,,,,,
v03,4096,4096,4096,4,10,50,False,success,0,1.09,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m4096_r5.log,2.58386,53.1913,0.0,,,,,,
v04,4096,4096,4096,4,10,50,False,success,0,1.103,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m4096_r5.log,2.57739,53.3249,0.0,,,,,,
v05,4096,4096,4096,4,10,50,False,success,0,1.078,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m4096_r5.log,2.57821,53.308,0.0,,,,,,
v06,4096,4096,4096,4,10,50,False,success,0,1.095,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m4096_r5.log,2.57309,53.414,0.0,,,,,,
v07,4096,4096,4096,4,10,50,False,success,0,1.126,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m4096_r5.log,2.57368,53.4017,0.0,,,,,,
v08,4096,4096,4096,4,10,50,False,success,0,1.165,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m4096_r5.log,2.57296,53.4167,0.0,4385683333153854596,3928385288868267123,7911276346515648474,-6861.22,17845900.0,29817600.0
latest,4096,4096,4096,4,10,50,False,success,0,1.152,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m4096_r5.log,2.5755,53.3639,0.0,4385683333153854596,3928385288868267123,7911276346515648474,-6861.22,17845900.0,29817600.0
official_cutlass,8192,8192,8192,0,10,50,False,success,0,4.68,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m8192_r1.log,22.5652,48.7259,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
v00,8192,8192,8192,0,10,50,False,success,0,4.563,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m8192_r1.log,22.5371,48.7867,0.0,,,,,,
v01,8192,8192,8192,0,10,50,False,success,0,4.613,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m8192_r1.log,22.9195,47.9728,0.0,,,,,,
v02,8192,8192,8192,0,10,50,False,success,0,4.523,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m8192_r1.log,22.8734,48.0694,0.0,,,,,,
v03,8192,8192,8192,0,10,50,False,success,0,4.476,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m8192_r1.log,22.3616,49.1695,0.0,,,,,,
v04,8192,8192,8192,0,10,50,False,success,0,4.536,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m8192_r1.log,22.3561,49.1818,0.0,,,,,,
v05,8192,8192,8192,0,10,50,False,success,0,4.529,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m8192_r1.log,22.3951,49.096,0.0,,,,,,
v06,8192,8192,8192,0,10,50,False,success,0,4.496,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m8192_r1.log,22.2272,49.4668,0.0,,,,,,
v07,8192,8192,8192,0,10,50,False,success,0,4.563,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m8192_r1.log,22.223,49.4762,0.0,,,,,,
v08,8192,8192,8192,0,10,50,False,success,0,4.633,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m8192_r1.log,22.2312,49.4581,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
latest,8192,8192,8192,0,10,50,False,success,0,4.762,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m8192_r1.log,22.2109,49.5031,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
latest,8192,8192,8192,1,10,50,False,success,0,4.688,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m8192_r2.log,22.2292,49.4625,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
v08,8192,8192,8192,1,10,50,False,success,0,4.641,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m8192_r2.log,22.2434,49.4309,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
v07,8192,8192,8192,1,10,50,False,success,0,4.548,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m8192_r2.log,22.2559,49.4032,0.0,,,,,,
v06,8192,8192,8192,1,10,50,False,success,0,4.504,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m8192_r2.log,22.2498,49.4167,0.0,,,,,,
v05,8192,8192,8192,1,10,50,False,success,0,4.48,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m8192_r2.log,22.432,49.0152,0.0,,,,,,
v04,8192,8192,8192,1,10,50,False,success,0,4.541,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m8192_r2.log,22.3823,49.1242,0.0,,,,,,
v03,8192,8192,8192,1,10,50,False,success,0,4.535,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m8192_r2.log,22.3951,49.096,0.0,,,,,,
v02,8192,8192,8192,1,10,50,False,success,0,4.614,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m8192_r2.log,22.8414,48.1367,0.0,,,,,,
v01,8192,8192,8192,1,10,50,False,success,0,4.543,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m8192_r2.log,22.8901,48.0344,0.0,,,,,,
v00,8192,8192,8192,1,10,50,False,success,0,4.495,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m8192_r2.log,22.5303,48.8015,0.0,,,,,,
official_cutlass,8192,8192,8192,1,10,50,False,success,0,4.679,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m8192_r2.log,22.485,48.8998,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
official_cutlass,8192,8192,8192,2,10,50,False,success,0,4.694,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m8192_r3.log,22.4798,48.9111,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
v00,8192,8192,8192,2,10,50,False,success,0,4.528,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m8192_r3.log,22.4897,48.8897,0.0,,,,,,
v01,8192,8192,8192,2,10,50,False,success,0,4.509,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m8192_r3.log,22.8771,48.0617,0.0,,,,,,
v02,8192,8192,8192,2,10,50,False,success,0,4.492,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m8192_r3.log,22.8198,48.1824,0.0,,,,,,
v03,8192,8192,8192,2,10,50,False,success,0,4.49,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m8192_r3.log,22.3932,49.1003,0.0,,,,,,
v04,8192,8192,8192,2,10,50,False,success,0,4.51,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m8192_r3.log,22.3899,49.1075,0.0,,,,,,
v05,8192,8192,8192,2,10,50,False,success,0,4.469,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m8192_r3.log,22.3974,49.0911,0.0,,,,,,
v06,8192,8192,8192,2,10,50,False,success,0,4.477,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m8192_r3.log,22.2194,49.4843,0.0,,,,,,
v07,8192,8192,8192,2,10,50,False,success,0,4.493,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m8192_r3.log,22.2026,49.5217,0.0,,,,,,
v08,8192,8192,8192,2,10,50,False,success,0,4.676,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m8192_r3.log,22.1518,49.6354,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
latest,8192,8192,8192,2,10,50,False,success,0,4.628,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m8192_r3.log,22.202,49.5231,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
latest,8192,8192,8192,3,10,50,False,success,0,4.7,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m8192_r4.log,22.218,49.4875,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
v08,8192,8192,8192,3,10,50,False,success,0,4.655,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m8192_r4.log,22.1612,49.6142,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
v07,8192,8192,8192,3,10,50,False,success,0,4.54,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m8192_r4.log,22.1631,49.6099,0.0,,,,,,
v06,8192,8192,8192,3,10,50,False,success,0,4.43,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m8192_r4.log,22.1923,49.5448,0.0,,,,,,
v05,8192,8192,8192,3,10,50,False,success,0,4.494,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m8192_r4.log,22.3857,49.1167,0.0,,,,,,
v04,8192,8192,8192,3,10,50,False,success,0,4.477,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m8192_r4.log,22.3584,49.1767,0.0,,,,,,
v03,8192,8192,8192,3,10,50,False,success,0,4.51,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m8192_r4.log,22.3368,49.2243,0.0,,,,,,
v02,8192,8192,8192,3,10,50,False,success,0,4.508,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m8192_r4.log,22.8362,48.1477,0.0,,,,,,
v01,8192,8192,8192,3,10,50,False,success,0,4.483,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m8192_r4.log,22.8149,48.1926,0.0,,,,,,
v00,8192,8192,8192,3,10,50,False,success,0,4.518,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m8192_r4.log,22.5292,48.8038,0.0,,,,,,
official_cutlass,8192,8192,8192,3,10,50,False,success,0,4.706,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m8192_r4.log,22.4418,48.9939,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
official_cutlass,8192,8192,8192,4,10,50,False,success,0,4.668,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m8192_r5.log,22.4641,48.9452,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
v00,8192,8192,8192,4,10,50,False,success,0,4.558,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m8192_r5.log,22.4702,48.9321,0.0,,,,,,
v01,8192,8192,8192,4,10,50,False,success,0,4.522,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m8192_r5.log,22.8486,48.1216,0.0,,,,,,
v02,8192,8192,8192,4,10,50,False,success,0,4.547,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m8192_r5.log,22.8549,48.1084,0.0,,,,,,
v03,8192,8192,8192,4,10,50,False,success,0,4.562,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m8192_r5.log,22.39,49.1073,0.0,,,,,,
v04,8192,8192,8192,4,10,50,False,success,0,4.515,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m8192_r5.log,22.41,49.0634,0.0,,,,,,
v05,8192,8192,8192,4,10,50,False,success,0,4.475,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m8192_r5.log,22.4047,49.0751,0.0,,,,,,
v06,8192,8192,8192,4,10,50,False,success,0,4.477,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m8192_r5.log,22.1847,49.5617,0.0,,,,,,
v07,8192,8192,8192,4,10,50,False,success,0,4.506,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m8192_r5.log,22.2764,49.3577,0.0,,,,,,
v08,8192,8192,8192,4,10,50,False,success,0,4.655,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m8192_r5.log,22.162,49.6126,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
latest,8192,8192,8192,4,10,50,False,success,0,4.625,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m8192_r5.log,22.1612,49.6142,0.0,10473616633057481402,17485738975420865771,2022361619015266685,16835.4,100976000.0,238647000.0
